property_listing_id,property_title,property_property_type,property_project_name,property_bhk,property_bathrooms,property_builtup_area_sqft,property_carpet_area_sqft,property_furnishing,property_possession,property_posted_on,price_price,price_price_per_sqft,price_total_price_text,loc_city_id,loc_locality_id,loc_address,loc_latitude,loc_longitude,images_all,nearby_summary
E88364834,"Flat/Apartment for Sale in Ganesh Residency, Chandkheda, Ahmedabad",Flat/Apartment,Ganesh Residency,2,2,,990.0,Semifurnished,Immediate,Updated 4d ago by owner,4900000,4949,Rs49 Lac,1008530,6046,"in Ganesh Residency, Chandkheda, Ahmedabad",,,,Khodiyar Temple (None) | State bank of india ATM (None) | Dr Yashvant Chhatbar (None) | Mahavir Clinic and Nursing Home (None) | Health Center (None) | Pushpam Hospital Ahmedabad (None) | Kalyani Nursing Home and Sonography Clinic (None) | Utkarsh Hospital Ahmedabad (None) | Pushp Hospital and Maternity Home (None) | Ansh Multispeciality Hospital (None) | Navjivan Hospital (None) | Shreyas Orthopedic Hospital Ahmedabad (None) | Shivam Surgical and Dental Hospital (None) | Chandkheda Orthopedic & Surgical Hospital (None) | Rhythm Heart and Medical Hospital (None) | Sentara Multispeciality Hospital (None) | Shree Sai Children Hospital (None) | Satyam Children Hospital (None) | Satyamev Hospital (None) | Navodaya Hospital for Neonates and Children (None) | Amrut Arogyadham Medical Hospital (None) | Devarshi Super Speciality Hospital (None) | BalMukund Hospital (None) | Prime Dental Care (None) | Netra Jyoti Eye and Ent Hospital (None) | Navkar Dental Clinic (None) | Hridaan Hospital & Pharmacy (None) | Shilp E.N.T Clinic and Hospital (None) | Sanskar Heart Care And Medical Hospital (None) | Satyam Hospital (None) | Vijaya Maternity and Surgical Nursing Home (None) | Aalisha Clinic (None) | Om Pediatric and Neonatal Criticare Hospital (None) | Sudarshan Multispeciality Hospital (None) | Pearl Dental Care (None) | J K Dental Hospital (None) | Kesharbhavani Medical Store (None) | D-cabin (None) | Vallabhpark (None) | Kalupur cooperative commercial bank (None) | F1 Pharma Canteen (None) | Management Mess (None) | Food Temple (None) | NIM Auditorium (None) | Chandkheda road railway station (None) | Sabarmati 'd' cabin railway station (None) | Kali road railway station (None) | CoRo Technologies (None)
R87953704,"Other for Sale in Shrinand City 8, New Maninagar, Janta Nagar, Ahmedabad",Other,Shrinand City 8,0,0,75.0,,,Immediate,Updated yesterday by owner,2500000,"33,333",Rs25 Lac,48,15270,"in Shrinand City 8, New Maninagar, Janta Nagar, Ahmedabad",,,,Chamunda Mata Temple (None) | Saibaba Temple (None) | Temple (None) | Mahadev Temple (None) | Rajni Women's Hospital and Research Centre (None) | Aniket Ent Hospital (None) | Anoop Children Hospital (None) | Dhruv Health Care (None) | Nadkarni's 21St Century Hospitals Pvt Ltd (None) | Babycare Children Hospital and Neonatal Centre (None) | Shukan Maternity Home (None) | Shivam Eye Hospital (None) | Prabhu Nursing Home Ahmedabad (None) | Ashirwad Surgical Hospital C.T.M (None) | Bhakti Maternity and Sonography Clinic (None) | Hariom Multispeciality Hospital (None) | Shreedhar Hospital Ahmedabad (None) | Gujarat Hospital Ahmedabad (None) | Rukshmani Medical Hospital (None) | Jayshri Medical Hospital (None) | Shreejee Hospital (None) | Shrreeji Surgical Hospital (None) | Kunal Medical Hospital Ahmedabad (None) | Palak Hospital Ahmedabad (None) | Yogiji Medical Hospital (None) | Sparsh Multi Speciality Hospital (None) | Gurunanak Hospital (None) | Shashvat Child Care (None) | Rangam Multispeciality Hospital (None) | Loving Community (None) | Maninagar Bus stop (None) | Dena bank (None) | Hdfc bank (None) | Royal Pride (None) | Gayatri (None) | Annapurna (None) | Hotel Purohit Por (None) | KAMAL STEEL (None) | ABD Diamonds Private Limited (None) | Venus Tape (None)
N88286420,"Flat/Apartment for Sale in Parshwanath Metrocity, Chandkheda, Ahmedabad",Flat/Apartment,Parshwanath Metrocity,2,2,117.99,,Furnished,Immediate,Updated 2d ago by owner,6200000,4803,Rs62 Lac,1008530,6046,"in Parshwanath Metrocity, Chandkheda, Ahmedabad",,,,4D Square mall (None) | Khodiyar Temple (None) | Pushp Hospital and Maternity Home (None) | Ansh Multispeciality Hospital (None) | Navjivan Hospital (None) | Shreyas Orthopedic Hospital Ahmedabad (None) | Shivam Surgical and Dental Hospital (None) | Chandkheda Orthopedic & Surgical Hospital (None) | Rhythm Heart and Medical Hospital (None) | Dr Yashvant Chhatbar (None) | Satyam Children Hospital (None) | Shree Sai Children Hospital (None) | Satyamev Hospital (None) | Sentara Multispeciality Hospital (None) | Utkarsh Hospital Ahmedabad (None) | Devarshi Super Speciality Hospital (None) | Navodaya Hospital for Neonates and Children (None) | Amrut Arogyadham Medical Hospital (None) | Mahavir Clinic and Nursing Home (None) | Netra Jyoti Eye and Ent Hospital (None) | Pushpam Hospital Ahmedabad (None) | Health Center (None) | Kalyani Nursing Home and Sonography Clinic (None) | Shilp E.N.T Clinic and Hospital (None) | Vijaya Maternity and Surgical Nursing Home (None) | Sudarshan Multispeciality Hospital (None) | J K Dental Hospital (None) | Sanskar Heart Care And Medical Hospital (None) | Om Pediatric and Neonatal Criticare Hospital (None) | Pushpa Children Hospital and Neonatal Care (None) | Param Multispeciality Hospital (None) | Sevak Maternity & Surgical Hospital (None) | Lotus Multispeciality Hospital (None) | Parimal Hospital (None) | Indus Hospital (None) | Vallabhpark (None) | D-cabin (None) | AFC Garden Restaurant (None) | Gujarat Technological University (None) | Chandkheda road railway station (None) | Sabarmati 'd' cabin railway station (None) | Kali road railway station (None) | Dream Scriptor (None)
V77683599,"Flat/Apartment for Sale in Flora Iris, Ghuma, Ahmedabad",Flat/Apartment,Flora Iris,3,3,134.43,,Semifurnished,Immediate,Updated 5d ago by owner,6900000,5183,Rs69 Lac,49,7648,"in Flora Iris, Ghuma, Ahmedabad",,,,SoBo Centre (None) | Atm hdfc bank (None) | State bank of india sbi ATM (None) | Icici ATM (None) | Hdfc ATM (None) | Axis ATM (None) | Life Care Hospital (None) | Navkaar Hospital (None) | Sannidhya Hospital (None) | Shivam Hospital (None) | Adarsh Hospital (None) | Bopal Multispeciality Hospital (None) | Royal Maternity and Nursing Home (None) | Aastha Orthopaedic Hospital Ahmedabad (None) | Vanza Hospital (None) | Shreeji Children Hospital (None) | Devasya Superspeciality Kidney Institute and Research Centre (None) | Vaishali Hospital (None) | Laxmi Heart and Medical Hospital (None) | Jay Prasuti Gruh and Nursing Home (None) | Bopal Eye Care Centre (None) | Krishna Maternity Nursing Home (None) | Apollo Pharmacy (None) | AMTS Ghuma Bus terminal (None) | Ghuma BRTS terminal (None) | Bopal gam (None) | Sterling City (None) | Indian oil CNG n Petrol (None) | State bank of india (None) | State bank of india (None) | Upper Crest (None) | Purohit Chavana and Sweet Mart (None) | Hocco Eatery (None) | McDonald's (None) | Jalaram Parotha house (None) | Havmor restaurant (None) | DPS - Delhi Public School (None) | Manipur Government School (None) | Gora railway station (None)
V86275248,"Flat/Apartment for Sale in shubham flat, Ghatlodia, Ahmedabad",Flat/Apartment,shubham flat,1,1,,800.0,Semifurnished,Immediate,Updated yesterday by owner,2450000,3062,Rs24.5 Lac,49,2773,"in shubham flat, Ghatlodia, Ahmedabad",,,,Panchdev Mahadev Mandir (None) | ambe mataa mandir (None) | Aneri Children Hospital (None) | Aastha Eye Care Centre (None) | Chokshi Maternity Nursing Home and Sonography Clinic (None) | J J Hospital Ahmedabad (None) | Sitababa Hospital (None) | Neo Children Hospital (None) | Shri Rang Hospitaland Research Centre (None) | Dr.Atul Shah Eye Hospital (None) | Shree Mahavir Mutlispeciality Hospital and Icu (None) | Devam Orthopaedic Hospital (None) | Shaishav Children Hospital Ahmedabad (None) | Gurukrupa Hospital Ahmedabad (None) | Cutis Cosmetic Plastic Surgery Centre (None) | Auroma Ent Hospital (None) | Vallabh Surgical Hospital (None) | Sanjeevani Hospital Ahmedabad (None) | Sainath Orhtopaedic Hospital (None) | Aditya Multi-Speciality Hospital (None) | Nidhi Eye Hospital Ahmedabad (None) | Kalpana Maternity and Nursing Home Ahmedabad (None) | Tirtham Surgical and Laparoscopic Centre (None) | Hina Maternity Nursing Home (None) | Dr. Kaushik Vaidhya Medical Nursing Home (None) | Shruti Maternity and Surgical Nursing Home (None) | Om Children Hospital (None) | Umiya Surgical Hospital (None) | Netram Care Eye Hospital (None) | Devi Hospital (None) | Modi Eye Care (None) | Shreekrishna Hospital and Health Care Centre (None) | Shashwat Hospital and Research Center Ahmedabad (None) | 32 PEARLS Multispeciality Dental Clinic (None) | Shri Yogeshwar General Hospital (None) | Mahalaxmi Maternity Nursing Home and Sonography Center (None) | Chikhalkar Hospital and Iccu (None) | Rajhans Cinemas (None) | nilam snacks (None) | Nutan Vidya Vihar (None) | Lalbhai Dalpatbhai College of Engineering (None) | Karmachari Shiksan Tirth (None) | M B Patel Gyanjyot High School (None) | Nalanda School (None) | Amrita Vidyalayam (None) | Gyanda Girls High School (None) | St. Xavier's College (None) | Indian Institute Of Management (None) | GLS Gujarat Law Society University (None) | Chandlodiya railway station (None)
O88362228,"Flat/Apartment for Sale in Shanti Sadan Apartment, Thaltej, Ahmedabad",Flat/Apartment,Shanti Sadan Apartment,2,2,,768.0,Semifurnished,Immediate,Updated 4d ago by owner,4500000,5859,Rs45 Lac,49,1294,"in Shanti Sadan Apartment, Thaltej, Ahmedabad",,,,Gurukul (None) | Bank of baroda ATM (None) | Axis bank ATM (None) | Apex Heart Institute (None) | Samarpan Maternity And Urosurgical Hospital (None) | Udit Hospital Multi Speciality (None) | The Vitreoretina Clinic and Eye Hospital (None) | Surveen Children Hospital And Vaccination Centre (None) | Arthro Care Hospital (None) | Sal Hospital and Medical Institute (None) | Raksha Hospital Pvt Ltd (None) | Mehta Hospital Siddhachal (None) | Chandandwar Hospital (None) | Avataran Eye Hospital and Oculoplasty Clinic (None) | Dr. Manish Goyal (None) | Raghudeep Eye Clinic (None) | Shri Gordhandas Charitable Hospital (None) | Brinda Women's Hospital (None) | Rainbow Super Speciality Children's Hospital (None) | Vatsalya Maternity Nursing Home (None) | Uro Care (None) | Neil Hospital Ahmedabad (None) | Shangrila Bunglows (None) | Raghunath Party Plot (None) | Ramanand gurukul swastik hall (None) | HP Fuel Station (None) | PVR acropolis mall (None) | Indian bank (None) | Black Salt (None) | Honest (None) | Subway (None) | Havmor (None) | Atithi Dining Hall (None) | V.Desi Food Couet (None) | Deva's Coffee Bar (None) | Gordhan Thal (None) | cabana lounge (None) | Cooking Culture (None) | Barbeque Nation (None) | The Cafe Date (None) | Little Italy (None) | Starbucks (None) | Mocha (None) | Subway (None) | Iscon Ghantiya (None) | Nirma School (None) | Satva Vikas School (None) | Ambli road railway station (None) | Azista Aerospace (None) | TatvaSoft (None)
H88359452,"Flat/Apartment for Sale in Dholera International Airport City Township, Dholera, Ahmedabad",Flat/Apartment,Dholera International Airport City Township,3,2,,1100.0,Furnished,Immediate,Updated 2d ago by owner,4700000,4272,Rs47 Lac,47,9048,"in Dholera International Airport City Township, Dholera, Ahmedabad",,,,Dholera Bus Stand (None)
R88359382,"Flat/Apartment for Sale in surya ratna, Ellisbridge, Ashram Road, Ahmedabad",Flat/Apartment,surya ratna,4,4,,240.0,Furnished,Immediate,Updated 4d ago by owner,12500000,"52,083",Rs1.25 Crore,49,7670,"in surya ratna, Ellisbridge, Ashram Road, Ahmedabad",,,,Jalaram Mandir (None) | Stavya Spine Hospital and Research Institute (None) | Abhyankar Nursing Home (None) | Shree Ch Nagari Eye Hospital (None) | Amardeep Multispeciality Children Hospital (None) | HCG Multi Specialty Hospital (None) | Dr Praful Munishi's Nursing Home (None) | Hcg Medi-Surge Hospitals Private Limited (None) | Jaliyan Orthopaedic Hospital (None) | Sparsh Orthopedic Oncology Clinic (None) | Niyati Ent Hospital (None) | Shree Harikrupa Hospital (None) | Dr.Santosh C.Raibagkar (None) | Sannidhya Hospital (None) | Dr. Manoj Tank E.N.T. Hospital (None) | Dr.Joshi Maternity And Gynec Hospital (None) | Dr. Rajendra C. Patel Orthopaedic Nursing Home (None) | Dr. Dilip Modi Hospital (None) | Navneet Memorial Hospital (None) | Karnavati Hospital Pvt. Ltd. (None) | Sarthak Orthopaedic Hospital Parimal Crosssing (None) | Vrundavan Children Hospital (None) | Cure Sight Laser Centre (None) | Nishant E N T Hospital (None) | Aash Arthoscopy Centre (None) | Gandhi Uro Care (None) | Gujrat Diagnostic Center and Pathology Laboratory (None) | Khush Eye Hospital (None) | Smt.NHL Municipal Medical College Hospital (None) | Shyam Urological Hospital (None) | Dr. Devendra Kanaiyalal Hospital and Nursing Home (None) | Netralaya-The Eye Associates (None) | Om Surgical Nursing Home (None) | Talsania Clinic (None) | Krupanidhi Hospital (None) | Saraiya Plastic Surgery And Burns Hospital (None) | Gheewala Hospital (None) | BSNL (None) | Swati Snacks (None) | Takshshila Food Court (None) | Jai Jalaram Parontha House (None) | Puffiza (None) | Tandoorworkz (None) | McDonald's (None) | Natural Ice Cream (None) | McDonald's (None) | Cafe udipi richi (None) | Gandhigram railway station (None) | TM Systems Pvt. Ltd. (None) | British library ahmedabad (None)
C88357784,"Residential Land/Plot for Sale in Dholera, Ahmedabad",Residential Land/Plot,,0,0,1800.0,,,Immediate,Updated yesterday by owner,2000000,1111,Rs20 Lac,47,9048,"in Dholera, Ahmedabad",,,,Dholera Bus Stand (None)
W88357308,"Flat/Apartment for Sale in Anon Adhisthana Luxuria, Naranpura, 132 Ft Ring Road",Flat/Apartment,Anon Adhisthana Luxuria,3,3,,1100.0,Unfurnished,Immediate,Updated 5d ago by owner,15000000,"13,636",Rs1.5 Crore,49,1557,"in Anon Adhisthana Luxuria, Naranpura, 132 Ft Ring Road",,,,Panchdev Mahadev Mandir (None) | Karnvanath Mahadev Shiv Temple (None) | Modi Eye Care (None) | Umiya Surgical Hospital (None) | 32 PEARLS Multispeciality Dental Clinic (None) | Chikhalkar Hospital and Iccu (None) | Nidhi Eye Hospital Ahmedabad (None) | Sanghvi Hospital (None) | Riddhi Maternity Home (None) | Aarambh Heart and Medical Hospital (None) | Ankur Superspeciality Hospital (None) | Lady Care Womens Hospital Child Care (None) | Hina Maternity Nursing Home (None) | Mother's Maternity and Nursing Home (None) | Dr. Kaushik Vaidhya Medical Nursing Home (None) | Shruti Maternity and Surgical Nursing Home (None) | Neo Children Hospital (None) | Kumud Heart Hospital and Medical Nursing Home Ahmedabad (None) | Matruchhaya Children Hospital (None) | Usha - Deep Hospital and Nursing Home (None) | Devi Hospital (None) | Jaydeep Hospital Ahmedabad (None) | Anand Eye Hospital Dr. Rohit Desai (None) | Rhythm Cardio Pulmonory Care Centre and Medical Hospital (None) | Minal Infertility Clinic and Nursing Home (None) | Shail Eye Hospital (None) | Chokshi Maternity Nursing Home and Sonography Clinic (None) | Aarogyam Speciality Hospital (None) | Devam Orthopaedic Hospital (None) | Cutis Cosmetic Plastic Surgery Centre (None) | Shaishav Children Hospital Ahmedabad (None) | Kaizen Hospital (None) | Vrundavan Hospital Ahmedabad (None) | Bhadra Clinic Hospital (None) | Apollo Pharmacy (None) | Canera bank (None) | Central bank of india (None) | State bank of india st. xavier's school road branch (None) | Axis bank memnagar branch (None) | Kalupur commercial co-operative bank (None) | nilam snacks (None) | Dinner Bell (None) | GLS Gujarat Law Society University (None) | Gujarat University (None) | St. Xavier's High School Loyola Hall (None) | Navrang School (None) | Karmachari Shiksan Tirth (None) | Lalbhai Dalpatbhai College of Engineering (None) | St. Xavier's College (None) | Nutan Vidya Vihar (None)
X88357058,"Flat/Apartment for Sale in Ashirwad City Apartment, Odhav, SP Ring Road East",Flat/Apartment,Ashirwad City Apartment,1,1,,73.0,Semifurnished,Immediate,Updated 4d ago by owner,2100000,"28,767",Rs21 Lac,48,6190,"in Ashirwad City Apartment, Odhav, SP Ring Road East",,,,Swastik Hospital Ahmedabad (None) | Community Health Centre Singarva (None) | Kalrav Maternity Hospital and Sonography Centre (None) | Shubham Ent Hospital (None) | Kuvar Ba General Hospital (None) | Cng and petrol pump (None) | Petrol CNG pump (None) | Tan-man bhaji pav (None) | Dadu Cafe (None) | Kavi ramanlal vasantlal desai muncipal library (None)
B88356238,"Flat/Apartment for Sale in The Crest, Chandkheda, Ahmedabad",Flat/Apartment,The Crest,3,3,,145.0,Furnished,Immediate,Updated 4d ago by owner,12000000,"41,379",Rs1.2 Crore,1008530,6046,"in The Crest, Chandkheda, Ahmedabad",,,,Ashapura Super Market (None) | Sangath Mall (None) | Sardar Patel Ring Road (None) | Tapovan Circle (None) | Rangoli Preschool (None) | H B Kapadia School (None) | Vishwakarma Govt. Engg. College (None) | Nirbhay Hospital (None) | SMS HOSPITAL QUARTERS (None) | SMS Multi-Speciality Hospital (None) | ICICI Bank -Motera (None) | Ashok Vihar Garden (None) | Bhoomi Cricket Coaching Academy (None) | HP PETROL PUMP (None) | Chandkheda Post Office (None)
L88354528,"Flat/Apartment for Sale in D and C Pratham, Gurukul, Ahmedabad",Flat/Apartment,D and C Pratham,2,2,,140.0,Furnished,Immediate,Updated 4d ago by owner,7500000,"53,571",Rs75 Lac,49,1550,"in D and C Pratham, Gurukul, Ahmedabad",,,,
R77650217,"Flat/Apartment for Sale in Swati Parkside, Shela, Ahmedabad",Flat/Apartment,Swati Parkside,4,4,,,Unfurnished,Immediate,Updated 5d ago by owner,17000000,6463,Rs1.7 Crore,49,27163,"in Swati Parkside, Shela, Ahmedabad",,,,Suncity Shopping Mall (None) | Sarkhej - Gandhinagar Hwy (None) | Eklavya School (None) | Zydus Hospital (None) | SVP Int. Airport (None) | Karnavati Club (None) | Ahmedabad Junction (None) | Upcoming Taj Hotel (None)
E88331296,"Flat/Apartment for Sale in Sadguru Shyam 242, Lambha, SP Ring Road East",Flat/Apartment,Sadguru Shyam 242,3,3,,945.0,Unfurnished,Within 6 months,Updated 5d ago by owner,5200000,5502,Rs52 Lac,48,7627,"in Sadguru Shyam 242, Lambha, SP Ring Road East",,,,Osia Shopping Mall (None) | NH 64 (None) | Aim International School (None) | Nims University (None) | Riyaana Multi Speciality Hospital (None) | Sardar Vallabhbhai Patel Airport (None) | Ahmedabad Railway Station (None) | Shyam Business Park (None) | EKA Arena Stadium (None)
Y81971434,"Flat/Apartment for Sale in Samanvay Scintilla, South Bopal, Ahmedabad",Flat/Apartment,Samanvay Scintilla,3,3,,900.0,Unfurnished,Immediate,Updated 4d ago by owner,9000000,"10,000",Rs90 Lac,49,14730,"in Samanvay Scintilla, South Bopal, Ahmedabad",,,,Doordarshan Kendra Metro Station (None) | Reliance Mall (None) | Sardar Patel Road (None) | The New Tulip International School (None) | Anant National University (None) | Shalby Multi-Specialty Hospital (None) | Sardar Vallabhbhai Patel Airport (None) | Ahmedabad Junction (None) | Regus Office Complex (None) | Wyndham Ahmedabad Hotel (None) | Fun Blast - SBR (None) | Kalhaar Blues & Greens Golf Club (None) | Sardar Patel Stadium (None)
F88330662,"Flat/Apartment for Sale in Kaveri Soham Vistara, Shilaj, Ahmedabad",Flat/Apartment,Kaveri Soham Vistara,3,3,79.87,787.21,Furnished,Immediate,Updated 3d ago by owner,10500000,"13,338",Rs1.05 Crore,49,7647,"in Kaveri Soham Vistara, Shilaj, Ahmedabad",,,,Amrapali Shopping Mall (None) | Suncity Shopping Mall (None) | SG Mall (None) | Sardar Patel Ring Road (None) | St.anns School (None) | Satyameva Jayate School (None) | Delhi Public School Bopal (None) | Bopal ICU & Trauma Centre (None) | Aditi Hospital & Diagnostics (None) | Matoshree Multispeciality Hospital (None) | Bopal Ecological Park (None) | Ambli Road Station (None) | Taj Skyline Hotel (None) | Kiddie Land Fun Park (None) | HP Petrol Pump (None)
F88330126,"Independent House/Villa for Sale in Nikol, Ahmedabad",Independent House/Villa,,4,2,133.0,,Furnished,Immediate,Updated 5d ago by owner,11100000,"83,458",Rs1.11 Crore,48,17142,"in Nikol, Ahmedabad",,,,Swastik Hospital Ahmedabad (None) | Prasad Hospital Ahmedabad (None) | Priyal Hospital (None) | Kalrav Maternity Hospital and Sonography Centre (None) | Uma Maternity and Nursing Home (None) | Aagman Maternity and Gynec Hospital (None) | Rugved Multispeciality Hospital (None) | Setu Surgical Hospital Ahmedabad (None) | Soni Nursing Home Ahmedabad (None) | Parth Maternity and Medical Nursing Home (None) | Navjivan Maternity and Orthopaedic Hospital Ahmedabad (None) | Navjivan Orthopaedic and Maternity Hospital (None) | Sardar Hospital (None) | Sanket Children's Speciality Hospital (None) | Hari Krishna Uro Surgical Hospital (None) | Rukshmani Surgical Hospital (None) | Ano Care Hospital (None) | Gitanjali Children Hospital (None) | Cng and petrol pump (None) | CNG (None) | State bank of india (None) | Dadu Cafe (None) | Sabri Kathiyavadi (None) | TGB (None) | Dominos (None) | Spoons n straws (None)
E88329886,"Flat/Apartment for Sale in Resset Good Earth, South Bopal, Ahmedabad",Flat/Apartment,Resset Good Earth,3,3,,1690.0,Unfurnished,Within 6 months,Updated 3hrs ago by owner,6300000,3727,Rs63 Lac,49,14730,"in Resset Good Earth, South Bopal, Ahmedabad",,,,Jivraj Park Metro Station (None) | TRP Mall (None) | Sardar Patel Ring Road (None) | Divya Jyot School (None) | LJ University (None) | Adwait Multispecialty Hospital (None) | SVP International Airport (None) | Sarkhej Railway Station (None) | Parshwanath Business Park (None) | Taj Skyline (None) | Fun Blast - SBR (None)
H88329064,"Studio Apartment for Sale in Swapna Sakar Residency, Lambha, SP Ring Road East",Studio Apartment,Swapna Sakar Residency,1,1,,10.0,Unfurnished,Immediate,Updated 2d ago by owner,450000,"45,000",Rs4.5 Lac,48,7627,"in Swapna Sakar Residency, Lambha, SP Ring Road East",,,,Lambha Mandir (None) | Lambha Skin Hospital (None) | Dhanwantari Clinic (None) | Indira Women's Care and Multi Speciality Hospital (None)
W81277269,"Flat/Apartment for Sale in Aaryan City, Gota, Ahmedabad",Flat/Apartment,Aaryan City,3,3,194.82,1232.0,Semifurnished,Immediate,Updated 5d ago by owner,11000000,5245,Rs1.1 Crore,1008530,6081,"in Aaryan City, Gota, Ahmedabad",,,,
J88328770,"Flat/Apartment for Sale in Saanvi Skydeck Select, Ambli, Ahmedabad",Flat/Apartment,Saanvi Skydeck Select,4,7,882.58,,Furnished,Immediate,Updated 3d ago by owner,140000000,"14,736",Rs14 Crore,49,27989,"in Saanvi Skydeck Select, Ambli, Ahmedabad",,,,D-Mart (None) | LJ Campus Of Colleges (None) | Shiv Ashish School (None) | ICICI Bank ATM (None) | Bopal ICU & Trauma Centre (None) | Sardar Patel International Airport (None) | Axis Bank (None) | Jaintilal Park Bus Stop (None) | Ambli Road Railway Station (None) | DoubleTree by Hilton (None) | Shell Petrol Pump (None) | Suvarna Mandir Old Age Home (None) | Ambali Playground (None) | Shabri Cricket Ground (None)
H88330684,"Independent House/Villa for Sale in Nana Chiloda, SP Ring Road East",Independent House/Villa,,5,4,258.0,,Semifurnished,Immediate,Updated yesterday by owner,16000000,"62,015",Rs1.6 Crore,48,9942,"in Nana Chiloda, SP Ring Road East",,,,Sai baba (None) | Sant nirankari Ashram (None) | Gayathri Hospital Ahmedabad (None) | Parvati Jadav Hospital (None) | Gitanjali Children Hospital (None) | Naroda Gam (None) | Petrol pump Nava Naroda (None) | CNG gas station (None) | Kaka ni bhajipav (None) | Kabir Restaurant (None) | Naroda railway station (None) | Patel.k.k.muni library (None)
K88327010,"Residential Land/Plot for Sale in Vinzol, SP Ring Road East",Residential Land/Plot,,0,0,32.0,,,Immediate,Updated yesterday by owner,1000000,"31,250",Rs10 Lac,48,8397,"in Vinzol, SP Ring Road East",,,,Ashadeep Polyclinic and Nursing Home (None) | Life Care Clinic (None) | Harsh Hospital (None) | Abhinav Clinic (None) | Shyam Clinic (None) | Geratpur railway station (None) | Vatva railway station (None)
F88326934,"Flat/Apartment for Sale in Pandav Sunway Residancy, Nikol, Ahmedabad",Flat/Apartment,Pandav Sunway Residancy,2,2,,1278.0,Semifurnished,Immediate,Updated 4d ago by owner,5600000,4381,Rs56 Lac,48,17142,"in Pandav Sunway Residancy, Nikol, Ahmedabad",,,,Swastik Hospital Ahmedabad (None) | Kalrav Maternity Hospital and Sonography Centre (None) | Prasad Hospital Ahmedabad (None) | Priyal Hospital (None) | Aagman Maternity and Gynec Hospital (None) | Community Health Centre Singarva (None) | Uma Maternity and Nursing Home (None) | Rugved Multispeciality Hospital (None) | Cng and petrol pump (None) | Dadu Cafe (None) | Sabri Kathiyavadi (None)
D88324100,"Residential Land/Plot for Sale in Naroda, Ahmedabad",Residential Land/Plot,,0,0,10683.0,,,Immediate,Updated 5d ago by owner,140000000,"13,104",Rs14 Crore,48,7620,"in Naroda, Ahmedabad",,,,Sant nirankari Ashram (None) | Sai baba (None) | Shivam Surgical Hospital (None) | Vikas Medical and Heart Hospital (None) | Poojan Maternity and Infertility Clinic (None) | Parvati Jadav Hospital (None) | Soni Nursing Home Ahmedabad (None) | Gitanjali Children Hospital (None) | Uma Maternity and Nursing Home (None) | Siddhi Hospital Ahmedabad (None) | Mahadev Eye Care (None) | Akshar Eye Hospital (None) | Dr. Suresh Balani (None) | Smt Shobhadevi Ent Hospital (None) | Rudraksh Hospital (None) | Trupti Hospital Saijpur (None) | Saraswati Eye Hospital Ahmedabad (None) | Chirayu Surgical Hospital (None) | Priyal Hospital (None) | Aadya Eye and Ent Hospital (None) | Karnavati Super Speciality Hospital (None) | Prathna Surgical And Medical Hospital (None) | Navjivan Maternity and Orthopaedic Hospital Ahmedabad (None) | Parth Maternity and Medical Nursing Home (None) | Setu Surgical Hospital Ahmedabad (None) | Navjivan Orthopaedic and Maternity Hospital (None) | Suvan Eye Care (None) | Rugved Multispeciality Hospital (None) | Prasad Hospital Ahmedabad (None) | Rukshmani Surgical Hospital (None) | Shivam Heart and Medical Hospital (None) | Anand Surgical Hospital Ltd. (None) | Jeevandeep Hospital Sardanagar (None) | Aagman Maternity and Gynec Hospital (None) | Naroda Gam (None) | CNG (None) | Petrol pump Nava Naroda (None) | Maya CINEMA -CLOSED (None) | State bank of india (None) | Hotel Emerland (None) | Kabir Restaurant (None) | Sabri Kathiyavadi (None) | TGB (None) | Spoons n straws (None) | Dominos (None) | Dadu Cafe (None) | Sardargram railway station (None) | Sahijpur railway station (None) | Naroda railway station (None) | Patel.k.k.muni library (None)
